ITEM_20150317_000001	無_helmet
ITEM_20160811_011168	記載著札那斯死前所使用的卡雷伊瑪斯的秘密裝置啟動或是解除方法的說明書。
ITEM_20160811_011169	藍燈之油
ITEM_20160811_011170	讓藍燈發光所需之油。
ITEM_20160811_011171	紅燈之油
ITEM_20160811_011172	讓紅燈發光所需之油。
ITEM_20160811_011173	王之紅寶石
ITEM_20160811_011174	卡杜梅爾王的紅寶石，開啟隱藏啟示的裝置時需要。
ITEM_20160811_011175	克萊獰怪的印章
ITEM_20160811_011176	據說這是解除魔族所設置的魔法陣所需的道具。
ITEM_20160811_011177	卡雷伊瑪斯空間移動卷軸
ITEM_20160811_011178	只能在卡雷伊瑪斯監獄使用的空間移動卷軸。
ITEM_20160811_011179	王之綠寶石
ITEM_20160811_011180	卡杜梅爾王的綠寶石，開啟隱藏啟示的裝置時需要。
ITEM_20160811_011181	束縛的靈魂石
ITEM_20160811_011182	此靈魂石可以解除魔族所束縛的札那斯靈魂的魔法陣。
ITEM_20160811_011183	解除副器材室的秘密裝置所需要的碎片。
ITEM_20160811_011184	王之黃寶石
ITEM_20160811_011185	卡杜梅爾王的黃寶石，開啟隱藏啟示的裝置時需要。
ITEM_20160811_011186	監視用探測器零件
ITEM_20160811_011187	監視用探測器遺失的零件。
ITEM_20160811_011188	老舊的重力磁場石
ITEM_20160811_011189	施有重力魔法的石頭，因為相當老舊，是否可正常啟動還是疑問。
ITEM_20160811_011190	王之藍寶石
ITEM_20160811_011191	卡杜梅爾王的藍寶石，開啟隱藏啟示的裝置時需要。
ITEM_20160811_011192	在卡雷伊瑪斯監獄發現的第八個啟示，可以閱讀。
ITEM_20160811_011193	被收監在卡雷伊瑪斯監獄的罪犯所留下的信件。
ITEM_20160811_011194	在巴勒哈森林成長的藥草，製作解毒劑的材料。
ITEM_20160811_011195	製作解毒劑所需要的材料，滑溜滑溜的，觸感不是很好。
ITEM_20160811_011196	巴勒哈解毒劑
ITEM_20160811_011197	用巴勒哈森林的材料所製作的解毒劑，可以治療那些中了莎勒瑪之毒的人。
ITEM_20160811_011198	寫著合成公式的紙
ITEM_20160811_011199	中和劑的觸媒
ITEM_20160811_011200	製作中和過度成長溶液的藥品所需要的材料。
ITEM_20160811_011201	過度成長溶液的中和劑
ITEM_20160811_011202	中和莎勒瑪的過度成長溶液並移除效果。
ITEM_20160811_011203	大花草的黏稠樹液
ITEM_20160811_011204	強化解毒劑效果時需要的材料。
ITEM_20160811_011205	強化的巴勒哈解毒劑
ITEM_20160811_011206	會發揮比巴勒哈解毒劑更強大的效果。
ITEM_20160811_011207	怪物血液
ITEM_20160811_011208	製作符咒時所需要的怪物血液。
ITEM_20160811_011209	提尼的發光角
ITEM_20160811_011210	具有發光角的提尼非常珍貴。
ITEM_20160811_011211	塔奧瑪斯藥草
ITEM_20160811_011212	附近的居民或是朝聖者們常用這藥草做急救處理。
ITEM_20160811_011213	雅各的遺失行李
ITEM_20160811_011214	狀態有點爛，提尼會喜歡嗎？
ITEM_20160811_011215	堅固的樹枝
ITEM_20160811_011216	堅固的程度看起來足以支撐一個老人的重量。
ITEM_20160811_011217	提尼的肉
ITEM_20160811_011218	評價說還蠻值得一吃的。
ITEM_20160811_011219	燃料用樹木
ITEM_20160811_011220	就算已經被丟棄很久了，就保存狀態看起來還算不錯。
ITEM_20160811_011221	地鼠獸的毛皮
ITEM_20160811_011222	還尚未將毛和皮分離的地鼠獸皮革，看起來很適合維持體溫。
ITEM_20160811_011223	莎爾比亞斯樹叢果實
ITEM_20160811_011224	莎爾比亞斯森林樹叢上所發現的小果實，沒人知道需要多少顆才能填飽一個人的肚子。
ITEM_20160811_011225	教團的秘藥
ITEM_20160811_011226	真理之樹教團的布魯特斯所製作的藥，無法知道是用什麼材料製作的。
ITEM_20160811_011227	易燃樹葉
ITEM_20160811_011228	據說點燃後會發出特有明亮的光。
ITEM_20160811_011229	梅伊班大修道院的聖珠
ITEM_20160811_011230	梅伊班大修道院所製作的專用聖珠，特徵是聖珠上掛的裝飾會發光。
ITEM_20160811_011231	修道士多勒馬的聖水
ITEM_20160811_011232	依修道士多勒馬的主張，如果這是聖水，魔族會產生反應的。
ITEM_20160811_011233	丟棄的植物球莖
ITEM_20160811_011234	丟棄的植物球莖，不適合人類食用。
ITEM_20160811_011235	雷普斯兔子的肉
ITEM_20160811_011236	雷普斯兔子的肉在知道的人之間是人間美味。
ITEM_20160811_011237	真實之鏡
ITEM_20160811_011238	據說被鏡子的光照到的人會顯露出本來的面貌。
ITEM_20160811_011239	充足的真實之鏡
ITEM_20160811_011240	看起來鏡子力量似乎會返回。
ITEM_20160811_011241	史黛拉的聖珠
ITEM_20160811_011242	修道士史黛拉所持有過的聖珠，看起來看其他梅伊班大修道院的聖珠沒什麼太大的差異。
ITEM_20160811_011243	空的聖水瓶
ITEM_20160811_011244	現在什麼也沒有裝的空聖水瓶。
ITEM_20160811_011245	誓約之樹的樹液
ITEM_20160811_011246	裝有誓約之樹的樹液的聖水瓶，史黛拉相信它可以發揮和聖水相同的力量。
ITEM_20160811_011247	神聖力增幅的魔法卷軸
ITEM_20160811_011248	不知為何感覺和神聖之力距離好遠。
ITEM_20160811_011249	抑置裝置的碎片
ITEM_20160811_011250	抑置裝置毀損的碎片，還可以感受到殘留力量。
ITEM_20160811_011251	梅伊班修道院的寶珠
ITEM_20160811_011252	如同其它寶珠般似乎蘊藏著神聖力量。
ITEM_20160811_011253	保管得很好的糧食
ITEM_20160811_011254	教團自己也很需要的樣子，所以將糧食保管得很好。
ITEM_20160811_011255	恢復元氣藥草
ITEM_20160811_011256	還沒有晒到很乾的藥草。
ITEM_20160811_011257	稱號-劍士的巔峰
ITEM_20160811_011258	可以獲得劍士的巔峰稱號的道具，右點擊使用即可獲得稱號。
ITEM_20160811_011259	稱號-法師的巔峰
ITEM_20160811_011260	可以獲得法師的巔峰稱號的道具，右點擊使用即可獲得稱號。
ITEM_20160811_011261	稱號-弓箭手的巔峰
ITEM_20160811_011262	可以獲得弓箭手的巔峰稱號的道具，右點擊使用即可獲得稱號。
ITEM_20160811_011263	稱號-牧師的巔峰
ITEM_20160811_011264	可以獲得牧師的巔峰稱號的道具，右點擊使用即可獲得稱號。
ITEM_20160811_011265	Lv2 定居支援藥水
ITEM_20160811_011266	[活動]塔特
ITEM_20160825_011267	稱號-創作之魂
ITEM_20160825_011268	可以獲得創作之魂稱號的道具，右點擊使用即可獲得稱號。
ITEM_20160909_011269	樹根精華
ITEM_20160909_011270	偶爾能從樹根水晶獲得。 {nl}收集五個帶至活動公佈欄吧。
ITEM_20160921_011271	劍士仙境套裝(男)
ITEM_20160921_011272	劍士仙境套裝(女)
ITEM_20160921_011273	魔法師仙境套裝(男)
ITEM_20160921_011274	魔法師仙境套裝(女)
ITEM_20160921_011275	弓箭手仙境套裝(男)
ITEM_20160921_011276	弓箭手仙境套裝(女)
ITEM_20160921_011277	牧師仙境套裝(男)
ITEM_20160921_011278	牧師仙境套裝(女)
ITEM_20160921_011279	蝴蝶帽子
ITEM_20160921_011280	點擊滑鼠右鍵開啟愛麗絲夢遊仙境主題髮飾
ITEM_20160921_011281	芙蓉杯子髮飾
ITEM_20160921_011282	蛋糕帽子
ITEM_20160921_011283	鼠耳髮飾
ITEM_20160921_011284	嘟嘟鳥髮飾
ITEM_20160921_011285	柴郡貓髮飾
ITEM_20160921_011286	白兔髮飾
ITEM_20160921_011287	愛麗絲的鑰匙髮飾
ITEM_20160925_011288	芝麻
ITEM_20160925_011289	製作餃子的材料。散發出令人愉快的堅果香。（將於10月25日删除）
ITEM_20160925_011290	糖
ITEM_20160925_011291	製作餃子的材料。深受蜜味餃子愛好者的喜愛。（將於10月25日删除）
ITEM_20160925_011292	麵粉
ITEM_20160925_011293	製作餃子的材料。能將餡料放在麵團裡。（將於10月25日删除）
ITEM_20160925_011294	栗子
ITEM_20160925_011295	製作餃子的材料。做為餡料看起來相當不錯。（將於10月25日删除）
ITEM_20160925_011296	甜味餃子
ITEM_20160925_011297	各種配料製成的甜味餃子。{nl}雖然材料難以收集，但為了美食是值得的。{nl}15分鐘內，移動速度 +2，最大HP與SP +5000。
ITEM_20160925_011298	珍寶餃子
ITEM_20160925_011299	由數種成分製成的特大號餃子。香氣四溢，用看的就能感覺到它的美味。{nl}30分鐘內，隊伍內的所有人 {nl}移動速度 +4，範圍攻擊比率 +1{nl}額外獲得 25%經驗值加成。
ITEM_20160925_011300	蜜味餃子
ITEM_20161005_011301	按讚腕飾
ITEM_20161005_011302	雙馬尾
ITEM_20161005_011303	緞帶雙包頭
ITEM_20161005_011304	橘色隱形眼鏡
ITEM_20161005_011305	泰芙林劍
ITEM_20161005_011306	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是隨著製作技術發展，聽說有人正暗中製作新的泰芙林裝備。
ITEM_20161005_011307	皮雷納劍
ITEM_20161005_011308	索爾米奇劍
ITEM_20161005_011309	索爾米奇是過去服侍澤米娜女神的其中一人，為了讚頌他的事蹟而製作了以他的名字命名的裝備。
ITEM_20161005_011310	艾布都查單手劍
ITEM_20161005_011311	泰芙林雙手劍
ITEM_20161005_011312	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。聽說為了製作此裝備，有個女神犧牲了。
ITEM_20161005_011313	蓋伊實萊修
ITEM_20161005_011314	索爾米奇雙手劍
ITEM_20161005_011315	薩克米斯
ITEM_20161005_011316	泰芙林權杖
ITEM_20161005_011317	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。有傳言說知道製作此裝備的原因的人只有三個。
ITEM_20161005_011318	溫迪亞權杖
ITEM_20161005_011319	索爾米奇權杖
ITEM_20161005_011320	在大地之塔以外沒有能見澤米娜女神一面的方法，這個問題卻變成了能獲得好裝備的機會。
ITEM_20161005_011321	榮耀之心
ITEM_20161005_011322	泰芙林弓
ITEM_20161005_011323	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。所有好弓的傳說幾乎都與利迪亞夏班有關，但凡事都有意外。
ITEM_20161005_011324	阿弗卡屋雷弓
ITEM_20161005_011325	索爾米奇弓
ITEM_20161005_011326	同種裝備中消耗最多維持費用，當然也懷疑它的實用性，但效果一定是拔尖的。
ITEM_20161005_011327	阿斯特拉弓
ITEM_20161005_011328	泰芙林十字弓
ITEM_20161005_011329	很久以前，連女神語魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是隨著製作技術發展，聽說有人正暗中製作新的泰芙林裝備。
ITEM_20161005_011330	大理石格蘭德十字弓
ITEM_20161005_011331	- 所有弩箭手技能等級增加 {img green_up_arrow 16 16}2 {nl} - 奔跑射擊技能等級增加 {img green_up_arrow 16 16}1 
ITEM_20161005_011332	這是弩箭手大師也憧憬的道具。傳言入手的條件非常繁瑣。
ITEM_20161005_011333	銀鷹十字弓
ITEM_20161005_011334	索爾米奇十字弓
ITEM_20161005_011335	看起來就像帶著女神的祝福，射出的箭又給人感覺像魔彈。
ITEM_20161005_011336	里加德角十字弓
ITEM_20161005_011337	泰芙林鈍器
ITEM_20161005_011338	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知。這情況最大的問題是排除女神並維持神聖力的過程。
ITEM_20161005_011339	阿卡斯破壞者
ITEM_20161005_011340	信仰心虔誠的這群人偶然發現的，有時也會受它隱藏的力量救援。
ITEM_20161005_011341	畢萊塔鈍器
ITEM_20161005_011342	艾提爾拉
ITEM_20161005_011343	 - 所有聖水祭司技能等級 {img green_up_arrow 16 16}增加 2等級
ITEM_20161005_011344	比起說是實戰用武器，不如說是保護自身的護身用具更為恰當。
ITEM_20161005_011345	彼安那拉吉斯鈍器
ITEM_20161005_011346	索爾米奇鈍器
ITEM_20161005_011347	斯寇史梅修
ITEM_20161005_011348	萊恩海德之盾
ITEM_20161005_011349	索爾米奇之盾
ITEM_20161005_011350	足以產生絕對的感覺，非常堅固的盾牌。甚至有會不會蘊含了女神的祝福之類的想法。
ITEM_20161005_011351	艾蒙加德之盾
ITEM_20161005_011352	泰芙林矛槍
ITEM_20161005_011353	很久以前，連女神語魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但不管理由為何，願此武器是為女神而使用。
ITEM_20161005_011354	 - 使用標槍技能時傷害增加 50%
ITEM_20161005_011355	皮格力矛槍
ITEM_20161005_011356	索爾米奇矛槍
ITEM_20161005_011357	與外型不同，有著駭人威力，若當作玩具無視他就完蛋了。
ITEM_20161005_011358	云夏德矛槍
ITEM_20161005_011359	泰芙林長槍ike
ITEM_20161005_011360	很久以前，連女神語魔族都無法使用的武器被製作出來，並取名泰芙林。希望此武器能打穿女神的敵人。
ITEM_20161005_011361	世刻梅特
ITEM_20161005_011362	索爾米奇長槍
ITEM_20161005_011363	有時因為它的功能，甚至會被誤會是不是為了在女神不在時趁機侵占他們的權能而製作的作品。
ITEM_20161005_011364	里加德角長槍
ITEM_20161005_011365	萊恩海德匕首
ITEM_20161005_011366	索爾米奇匕首
ITEM_20161005_011367	被毀謗比起某些裝備效能更差的製作者所造的短劍，擔負著對過去的人挽回清白的榮譽。
ITEM_20161005_011368	艾蒙加德匕首
ITEM_20161005_011369	血色法杖
ITEM_20161005_011370	泰芙林法杖
ITEM_20161005_011371	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。這種特別的裝備製作過程十分困難，法杖倒算是其中還算簡單的了。
ITEM_20161005_011372	彼安那拉吉斯法杖
ITEM_20161005_011373	索爾米奇法杖
ITEM_20161005_011374	聽說為了製作此裝備，奎波爾們提供了從地下找來最上等的水晶及寶石。
ITEM_20161005_011375	里加德角法杖
ITEM_20161005_011376	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是隨著製作技術發展，聽說有人正暗中製作新的泰芙林裝備。
ITEM_20161005_011377	雙彈道手槍
ITEM_20161005_011378	索爾米奇手槍
ITEM_20161005_011379	為了撐起索爾米奇這個名字，此武器製造時使用了在大地深處找到的礦物。
ITEM_20161005_011380	亞斯帕娜左輪手槍
ITEM_20161005_011381	泰芙林細劍
ITEM_20161005_011382	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知，但是聽說現今還是有暗中製造泰芙林裝備的人。
ITEM_20161005_011383	索爾米奇細劍
ITEM_20161005_011384	與其他索爾米奇裝備的不同點在於許頓家門的人參與了製作過程，性能被提升了。
ITEM_20161005_011385	泰芙林重砲
ITEM_20161005_011386	很久以前，連女神與魔族都無法使用的武器被製作出來，並取名泰芙林。到底為何硬要打造沒有人能使用的武器到現在還不得而知。傳聞有個商團如今仍暗中製造符合現代的泰芙林裝備。
ITEM_20161005_011387	無名重砲
ITEM_20161005_011388	萊恩海德重砲
ITEM_20161005_011389	索爾米奇重砲
ITEM_20161005_011390	若想製造新型重砲需要重砲手大師的參與。
ITEM_20161005_011391	艾蒙加德重砲
ITEM_20161005_011392	德拉郡長槍
ITEM_20161005_011393	索爾米奇火槍
ITEM_20161005_011394	艾蒙加德火槍
ITEM_20161005_011395	柏林特上衣
ITEM_20161005_011396	參考過去相當有名的裁縫師裁剪的樣式所製作，相當堅韌，但也有看起來太奢侈的缺點。
ITEM_20161005_011397	柏林特皮革布甲
ITEM_20161005_011398	神樹之日以前歐勒夏南部地區流行過的樣式，適合狩獵及旅行的性能很受歡迎。
ITEM_20161005_011399	柏林特鋼鐵盔甲
ITEM_20161005_011400	制式且使用簡單的裝備，有時也會被用於戰鬥。
ITEM_20161005_011401	巴爾塔布甲
ITEM_20161005_011402	巴爾塔皮革 上衣
ITEM_20161005_011403	巴爾塔鋼鐵盔甲
ITEM_20161005_011404	阿斯塔上衣
ITEM_20161005_011405	將以前製作的樣式加以改善，設計成能吸收衝擊的裝備。
ITEM_20161005_011406	阿斯塔皮革 布甲
ITEM_20161005_011407	用從很遠很遠的地方取得的皮革製作的裝備。為了有再好一點的防禦力，細心地加入了棉花。
ITEM_20161005_011408	阿斯塔鋼鐵盔甲
ITEM_20161005_011409	從以前非常昌隆繁盛的王國傳來的裝備，樣子跟以前有點不一樣。
ITEM_20161005_011410	瑪那哈斯盔甲
ITEM_20161005_011411	紐特布甲
ITEM_20161005_011412	紐特皮革盔甲
ITEM_20161005_011413	紐特鋼鐵盔甲
ITEM_20161005_011414	索爾米奇布甲
ITEM_20161005_011415	索爾米奇是過去侍奉澤米娜女神的其中一人，為了頌揚他的功績而製作的裝備。
ITEM_20161005_011416	索爾米奇皮革盔甲
ITEM_20161005_011417	為了製作頌揚索爾米奇功績的裝備，有名的牧師一起進行了祝福儀式。
ITEM_20161005_011418	索爾米奇鋼鐵鎧甲
ITEM_20161005_011419	對索爾米奇裝備賦予魔法非常關心的人們，也應該對製作工程從頭到尾盡心工作的匠人表示敬意。
ITEM_20161005_011420	柏林特短褲
ITEM_20161005_011421	柏林特皮革短褲
ITEM_20161005_011422	柏林特鋼鐵褲子
ITEM_20161005_011423	巴爾塔短褲
ITEM_20161005_011424	巴爾塔皮革短褲
ITEM_20161005_011425	巴爾塔鋼鐵褲子
ITEM_20161005_011426	阿斯塔短褲
ITEM_20161005_011427	阿斯塔皮革短褲
ITEM_20161005_011428	阿斯塔鋼鐵褲子
ITEM_20161005_011429	瑪那哈斯短褲
ITEM_20161005_011430	紐特短褲
ITEM_20161005_011431	紐特皮革短褲
ITEM_20161005_011432	紐特鋼鐵褲子
ITEM_20161005_011433	索爾米奇短褲
ITEM_20161005_011434	為了在索爾米奇衣服上賦予強烈的神聖力，聽說奎波爾們多次向澤米娜女神請願。
ITEM_20161005_011435	索爾米奇皮革短褲
ITEM_20161005_011436	澤米娜女神從沒有在索爾米奇裝備中注入力量，聽說是女神周圍的奎波爾幫忙作的。
ITEM_20161005_011437	索爾米奇鋼鐵褲子
ITEM_20161005_011438	並不是叫作奎波爾就只能嚴肅真摯，他們也有淘氣的時候，這個裝備就流露出了那種性格。
ITEM_20161005_011439	柏林特短靴
ITEM_20161005_011440	柏林特皮革靴子
ITEM_20161005_011441	柏林特鋼鐵靴子
ITEM_20161005_011442	巴爾塔靴子
ITEM_20161005_011443	巴爾塔皮革靴子
ITEM_20161005_011444	巴爾塔鋼鐵護脛靴
ITEM_20161005_011445	阿斯塔短靴
ITEM_20161005_011446	阿斯塔皮革靴子
